file_name,caption
2988552985.jpg,A man is holding up his hand by a flag.
298883053.jpg,A baby happily stacks his Legos near his playpen.
298920219.jpg,The white duck is swimming with a black dog
2989210278.jpg,A soldier is detaining a civilian in a practice situation.
2989386106.jpg,A guy is making bundles of straw or bamboo in a field.
2989626215.jpg,Two ladies wearing hats and a man pushing a stroller were passing a spa treatment facility.
2989764675.jpg,An older man in a cane holding an umbrella while walking through an outdoor market.
2990471798.jpg,A shirtless boy jumps through a curtain onto a red cushion.
299052924.jpg,A man wearing sunglasses and a cap lies on a metal bench outside to do a stomach exercise.
2990563425.jpg,A motocross bike rider is riding his bike through a quarry.
299078301.jpg,"Three musicians are seated on chairs, playing their respective instruments."
2990934685.jpg,A small child wearing a blue jacket playing with a water gadget.
2990967923.jpg,A group to tennis players preparing to play.
2990977776.jpg,A young boy wearing a black shirt and brown pants practices jumping over a low bar on a skateboard.
2991205926.jpg,A girl trick or treats with a black and red dress with black and white sleeves holding a scythe.
2991335410.jpg,A man wearing a red jacket and gray shirt is using a chisel on an object.
2991375936.jpg,A little girl touches the face of an adult woman.
2991575785.jpg,A girl in black high kicks over a jack-o-lantern.
2991662048.jpg,A woman works in a dusty art studio.
2991771557.jpg,A snowboarder wearing a green hat is riding along a metal railing.
299178969.jpg,"Blond, smiling boy in a denim coat, sitting in a tree."
299193125.jpg,A group of boys playing outside with each other while another watches.
2991993027.jpg,People dressed up in zombie costumes are standing around.
2991994415.jpg,Two little girls in red and black costumes are posing for a picture.
2991994607.jpg,Man in a police costume next to a man in a zombie costume.
2992217972.jpg,A man with a mohawk and makeup is talking to a girl dressed in a purple hat.
2992226950.jpg,A man on a bicycle rides down a small street as a truck drives behind him.
2992614450.jpg,A bicyclist is jumping a horizontal wooden structure with countryside in front of him.
299265726.jpg,A group of people in mostly casual dress meet at an L-shaped table with laptops and notebooks.
2992658871.jpg,A man in a green shirt is skating on a railing.
2992808092.jpg,Two opposing male players are chasing the ball in field hockey.
299287887.jpg,A young Asian couple hauling instruments.
2992999413.jpg,A group of Amish people are standing outside of a church.
299303069.jpg,A young boy is dumping a bag of Lego's onto a glass table.
2993049054.jpg,A man is wearing a black mask and black clothing in a social setting.
299309703.jpg,A new mother in a red shirt is giving her newborn baby a bath in the sink.
2993167183.jpg,An orange-clad Miami basketball player dribbles the ball while another man blocks
2993167197.jpg,A man on the Miami basketball team holds the ball getting ready to make a move while being blocked.
2993318965.jpg,A small group of people meeting together at a tree by water.
2993388841.jpg,"The basketball player in the blue uniform is guarding the player in the orange uniform, who has the ball."
299357456.jpg,"A young man wearing an ""Ozzy"" shirt is staring at some eggs and toast sitting on the table."
2993819041.jpg,Two men with short hair walk through the interior of a building under construction.
2993822651.jpg,"A gray-haired man sets up a new office with a desk built into the wall, a phone and a lamp."
2993841039.jpg,A policeman is directing a crowd of people walking.
2993856241.jpg,A man and a woman in steampunk costumes posing for a picture.
2994104606.jpg,White and brown dog with mouth open running on grass.
2994107810.jpg,A basketball player wearing an orange uniform looks backwards.
2994179598.jpg,A man in a Miami basketball uniform looking to the right
2994660180.jpg,A young woman in black pants stares outside of a window.
2994985669.jpg,A small girl brushing an older girls hair with a white brush.
2994997667.jpg,"A toddler-age child dressed in yellow sits at a kitchen island, grasping the pages of a newspaper open on the counter."
2995173839.jpg,A man is stacking rocks by the waterfront.
2995461857.jpg,A dog can be seen from the inside of a car as it crosses the road.
299572828.jpg,A man in plaid shirt hits a tree with an Axe.
2995935078.jpg,A cricketer wielding a bat wears a white suit and black helmet with a face guard.
299612419.jpg,Three young men sit on rocks at the top of a mountian.
299615023.jpg,A man is singing in the middle of a glass room with lights and people all around.
2996302825.jpg,A man in a blue plaid shirt is comforting a crying woman in a black truck.
2996430347.jpg,"A man in a blue shirt touches the face of a woman in a red skirt, while a man dressed in black looks on."
299676757.jpg,A woman with orange shoes stops in a square.
299701802.jpg,A group of people working in an office.
2997191641.jpg,An Asian baby is sitting in a highchair and eating in the restaurant.
2997483933.jpg,A little boy is covered up in a white blanket napping on a piece of furniture.
2997939824.jpg,"Individuals in uniform, some camouflage and some yellow, dip silver apparatuses into red and blue buckets."
2998024845.jpg,A man wearing an orange suit riding a bicycle in a race.
2998185688.jpg,Men on horses displaying their flags at a joust.
2998277360.jpg,"An elderly lady in a yellow raincoat is sitting by a white building, holding up a cardboard sign to a car driving by."
2998397283.jpg,A young man with a v-neck considers a water jug while standing next to a black motorcycle.
2998504949.jpg,A man in a blue coat walks a small white animal as a buss passes in the background.
2998861375.jpg,Military personnel learning how to shoot their rifles.
2998945968.jpg,Cyclists are carrying their bicycles up a steep grassy hill.
2999087100.jpg,Middle-aged balding man sitting looking at two computer monitors.
2999162229.jpg,A young girl lighting candles among the flowers at a cemetery.
2999330573.jpg,A man and woman are kissing next to a train track.
2999638340.jpg,A brown dog lays in the snow while posing for a picture.
2999730677.jpg,"Two small dogs, light and dark colored, fighting on leaves."
2999735171.jpg,A man in blue pants is jumping while band plays music.
3000017878.jpg,Five men in jeans play in a band on a stage with a brightly colored backdrop.
300022551.jpg,A man is carrying a menorah down a street behind a woman in a red shirt.
300026912.jpg,Male youths in drab clothing stare at something above them with an Arabic sign in the background.
3000428313.jpg,A boy wearing a blue wetsuit rides on a blue surfboard.
3000722396.jpg,A black and white dog holds the handle of a large red round toy in a field
3000959758.jpg,Cars are stopped in the street at night while people on bicycles cross.
3001308757.jpg,A man in a blue jacket looks at the camera while a man in a green T-shirt stands by idly.
3001353.jpg,A packed market area with little room to move.
300148649.jpg,A man plays an accordion on a park bench.
3001503351.jpg,A woman is eating what appears to be a mussel.
3001612175.jpg,A man walks his black dog down the cement steps where a woman dressed in black sits.
300175582.jpg,A one armed man swimming holding a drinking bottle in the pool.
3002051747.jpg,A group of children with backpacks look back at the camera while walking down a paved path surrounded on both sides by green fields and trees.
3002092962.jpg,"A girl watches a woman, wearing a black apron to protect her clothes, cooking food on the stove top while another girl stands nearby doing an unknown task."
300222673.jpg,"A man, sitting by his computer, playing guitar to his cat."
3002448718.jpg,"Four women in front of Odeon wear similar black, pink and white superman type shirts and jean skirts."
3002670780.jpg,A chef and his two sous chefs prepare a dish in a restaurant.
300274198.jpg,A brown pitbull licks its chops as it waits for the empty food bowl to be filled.
3002915726.jpg,Four construction workers are working at night in the city by the water.
3002920707.jpg,A boy in brown shorts is dancing with a girl wearing a green hood in a wooden floored room whilst other children look on.
3003011417.jpg,"Children wearing life preserves and helmets, and holding an oar, sit on a raft in water."
300314926.jpg,A wakeboarder leaps in the air.
3003303050.jpg,People completing a ballot while children are sitting behind them on the floor watching.
3003612178.jpg,A stocky woman with black hair stands smiling and waving among dried corn stalks.
3003691049.jpg,"A large white dog, a girl, and a police car in a driveway and an SUV in a garage."
300371487.jpg,A brown dog playing outside with a pink ball.
3003936696.jpg,"An elderly woman wearing a striped hat, sunglasses, scarf, and blue plaid shirt."
3004287781.jpg,A group of people making excited expressions with their hands
3004290523.jpg,A man in a cast uses a camcorder while another man watches him.
3004291093.jpg,A man has bleached tips in his Afro style hair and is on a cellphone.
3004291289.jpg,Woman in Obama t-shirt smiling.
3004359992.jpg,Cheerleaders throw girl in air.
300438143.jpg,Soft large discs are being stacked on a spindle in an industrial environment by one man as another looks on.
3004538211.jpg,A dark asian city street with people walking.
3004799484.jpg,A group of male singers arranged in a semicircle on a stage holding folders while other people take pictures of them.
3004823335.jpg,The black and white dog is running on the grass.
300500054.jpg,Four people playing soccer on a brown surface.
300501052.jpg,"Two women on the beach, one with a violin and the other is dancing."
3005123298.jpg,An excited supporter of the Obama ticket for the 2008 presidential election.
3005124440.jpg,Two men and a woman pose with signs for Obama and Chris Gregoire.
3005126574.jpg,A man with black skin and short hair wears a necklace and gray shirt.
3005135868.jpg,A woman with shoulder-length brown hair is straddling a ledge.
3005393426.jpg,A crowd of people look through clothes and books that are laid out in a large atrium.
300539993.jpg,A dog gnawing on a bone.
300550441.jpg,The woman wearing the brown skirt is carrying a black bag along a wooden walkway.
3005512395.jpg,Young boy is sitting on a playground slide.
3005607851.jpg,Group of Chinese men sleeping in rickshaw.
300577374.jpg,A city square with a large red wall and people walking about.
300577375.jpg,A policeman stands in front of an SUV.
3005787021.jpg,Two men sitting in the grass wearing bicycle helmets.
3005844476.jpg,Men in light blue shirts and blue pants stand in line while one man crouches and looks out from between them.
3005872315.jpg,A closeup of a man shooting a handgun into the woods.
300594071.jpg,"A woman, wearing an apron, sits outside three portable toilets."
3005979237.jpg,A woman plays electronic keyboards on a stage in front of several video screens while an audience watches.
3005979351.jpg,A woman is playing a guitar on stage with a green background.
3006093003.jpg,A man talks on a cellphone while holding an Obama campaign sign.
3006094603.jpg,A man wearing an Obama t-shirt and holding a coffee cup.
3006095077.jpg,Two men wearing hats stand together and smile.
30061114.jpg,A man in a green shirt reclines in a lounge chair in a living room of a house.
3006217970.jpg,A racing car is driving around a wet track with its headlights on.
3006441810.jpg,A group of Asians with baskets of produce are squatting in a vegetable market.
3006443200.jpg,An elderly Asian woman carries fruit in a shallow round basket.
300670334.jpg,Woman with dark hair exiting a cab in an asian country on a busy street at nighttime.
3006926228.jpg,A man is raising his hand in the air and has a t-shirt with the united states on it.
300765528.jpg,A group of brides in white gowns hold red flowers on the side of a street.
300777683.jpg,Children participating at a party while looking at the one kid in exuberance over the new toy.
3008370541.jpg,"A black dog leaps from the bank into a body of water, with a field of dry grass in the background."
300839715.jpg,"A man wearing light colored pants and a dark pink shirt is looking at something as a young girl, wearing a red skirt and white sweater, looks on in a straw covered area."
3008684665.jpg,A young hunter wearing an orange vest holding a pheasant in a field.
3008686231.jpg,A young man in an orange vest holding a shotgun displays a dead bird that he shot.
3008686435.jpg,A black-haired man in an orange vest stands in a cornfield.
3008687165.jpg,Four people with orange safety vest in a field hunting.
3008977342.jpg,A child with a red and gray shirt climbs on a wall with red and blue pegs.
3009018821.jpg,Woman playing badminton in the pool while another woman looks on.
3009035153.jpg,Young boy jumping with sunset behind him
3009047603.jpg,A boy leaping in the air towards a soccer ball.
3009143779.jpg,A man in a helmet bikes by a young lady with blond-hair checking her phone.
300922408.jpg,A man kneels in the wet sand at a beach near a dog.
3009320393.jpg,A helicopter is flying very low above small boats in the water surrounded by smoke.
3009383694.jpg,A man is bungee jumping from a platform whilst being watched by someone above him.
3009520538.jpg,One older man in a game preserve is standing with ear protection on while a younger man not wearing ear protection holds a rifle.
3009524142.jpg,"Two men sitting in front of an ""Etowah Valley Game Preserve"" sign."
3009542570.jpg,"A football game amongst young boys, one team has maroon uniforms and you see about five of them, and other team has white and blue uniforms and you see only one of them, crowd of watchers sitting on sidelines in the background."
3009644534.jpg,A dog fetches a ball in a field.
3009713124.jpg,A woman and her young child play a board game that has multicolored pegs.
3009729697.jpg,A group of young children playing hopscotch on a sidewalk.
3010330230.jpg,A man in a bright jacket mowing a lawn.
3010404509.jpg,A man under a running shower with shampoo in his hair.
3010665251.jpg,A young blond-haired child is pretending to brush the teeth of a large green character that is sitting on the bathroom vanity.
301175450.jpg,Pedestrians pass by a firetruck and street workers.
3011809448.jpg,"A kid, in a gray hoodie, having the back towards the camera, is holding up an american flag."
3012222153.jpg,A girl holds a flower while exploring a patch of wilderness.
3012229.jpg,Several adults stand and four children sit in front of a small store.
3012301934.jpg,Four young males sitting in a circle talking.
3012334157.jpg,Two adults with a stroller and a child stop in front of a man in a colorful plaid outfit.
301246.jpg,Dock workers helping each other straighten out ropes with a bridge and ship in the background.
3012517885.jpg,Two young men standing next to each other work together on a piece of equipment in a classroom or work-type setting.
301260428.jpg,A small brown bird eats on grass.
301315162.jpg,A woman in a blue sweater is talking to another woman.
3013203854.jpg,Two businessmen looking up in the middle of the street.
3013469764.jpg,A person is riding an ATV through the dirt.
3014015906.jpg,Three people walking along a stream in a jungle.
3014071227.jpg,Two adults and two children are riding bicycles down a street.
3014080715.jpg,Sled dogs pull a sled through a snowy forest.
3014169370.jpg,A man wearing a yellow shirt jumps into a lake surrounded by two waterfalls.
3014251754.jpg,A boy in a green t-shirt looks through a telescope on a grassy area.
3014546644.jpg,A black and white dog on an orange leash jumps in a field.
3014609505.jpg,"Four men in blue soccer uniforms on a soccer field, where one is holding a ball and listening to a man in a black outfit."
3014615499.jpg,A man in a red shirt is being filmed by another man on a sports field with a huge audience of people watching and cheering.
3014864380.jpg,"A street vegetable and fruit market is lit up at night, a shopper visible toward the back, hand shopping carts at the forefront, and at the bottom left a sign showing that artichokes are on sale for special price when you buy 3."
3014986976.jpg,"Outdoor area crowded with jeeps packed with people, seen from behind."
3015273947.jpg,A man in a black shirt kneads dough in a white tub.
3015368588.jpg,Two men playing baseball with the one in the black and red jersey running toward base.
3015487184.jpg,Group of men in blue uniform are emptying supplies off the cargo plane.
3015530050.jpg,More than ten men are standing around; most of them are wearing blue shirts.
301582255.jpg,Four teenage boys sit on concrete in front of a sign.
3015863181.jpg,A person bending over to pick up a ball at a bowling alley
3015891201.jpg,"Two women hold up a flyer for the movie ""prom night""."
3015898903.jpg,Two women in Gothic makeup are posing next to a man in a leather jacket and red scarf.
301608837.jpg,A toddler attempts to swing down a pole at the playground.
3016178284.jpg,A boy wearing full riding gear is riding his bike down a paved road.
3016200560.jpg,A fluffy dog runs across a bridge near a forest.
3016244153.jpg,A child is wearing a blue knitted hat.
3016510194.jpg,A group of seven people posing for a picture in a bar.
3016521240.jpg,"Two women sitting on a bench, their faces obscured, with one woman carrying an inflatable tiger and the other woman in a Disney snow white costume."
3016544053.jpg,A woman reading a newspaper on a beach while sand birds gather nearby.
301655083.jpg,A woman completing in intricate quilt using a sewing machine.
3016606751.jpg,A young man leaps through the air from a rocky mountaintop.
3016651969.jpg,People move furniture through the second-story window of a building using ropes and pulleys.
3016708786.jpg,Three men with mouths open and one is holding a fake sword
3016726158.jpg,Three people are dressed for a costume party.
3016741474.jpg,A man dressed as a safari hunter poses with a woman and his inflatable tiger toy.
3016759846.jpg,A man in a red costume is talking to a girl in a Snow White costume.
3017203816.jpg,An Asian man is dressed as an explorer is posing with a woman dressed up as a movie starlet.
3017220118.jpg,A man in a fancy pattern jacket stands outside a club with two ladies.
3017373346.jpg,The large black dog and a small red and white dog are standing in the water.
301746402.jpg,Asian children frolic down a long gray hallway.
301746481.jpg,"A bird's eye view of people walking up and down cement steps, most in silhouette except for two little girls."
3017482822.jpg,A man wearing headphones stands in front of some tattered American flags.
3017521547.jpg,Two women playing field hockey.
3017656907.jpg,A group of speed skaters making a turn with a blue advertisement behind them.
3017871294.jpg,Child in bathing suite walking towards water on beach.
3017938268.jpg,Two people are walking down the street holding hands in the fall.
3018086343.jpg,A man sits with his dog in front of a painted wall.
301814171.jpg,Several martial artists are practicing in a forest while a large group of onlookers watches.
3018255724.jpg,Young boys line up at the line of scrimmage during a football game on a gray day.
3018304737.jpg,A lone surfboarder surfing a wave riding a white surfboard.
3018467501.jpg,A group of little girls jumping together in a backyard.
3018847610.jpg,A professional wrestler takes a flying leap onto another wrestler.
3018895758.jpg,A nurse placing a blanket around a newborn baby.
3018914028.jpg,Woman in a hat and mask on a bike that is full of carpets and other things.
3018973947.jpg,A boy with black hair holds a skateboard while sitting down.
3018983196.jpg,A tour guide explaining to a group of onlookers the process's of the machine they are looking at while a woman in black takes a photo.
301908754.jpg,A small child with brown hair is partially enclosed in dead leaves.
3019199755.jpg,A man is smiling whilst sitting inside a red racing car.
30193039.jpg,"A semi-naked man jumping in the air over a beach, with an onlooker in the distance."
3019304926.jpg,A small child wearing pink clothes has a plastic bag in her hand.
3019441253.jpg,A man in a white t-shirt is walking past 2 graffiti paintings on the wall.
3019473225.jpg,A black and white dog playing with a pine cone.
3019609769.jpg,A group of dark-skinned people are walking past barbed wire.
3019667009.jpg,Two people stand outside near an arched doorway.
3019747321.jpg,A group of men in an office looking at a large screen.
3019748495.jpg,Several people in business-casual clothing work at computers.
3019776218.jpg,A young boy and his dog lay together on the floor.
3019842612.jpg,A young man skateboards at night by a fence.
3019857541.jpg,A dog knocking over potted plants in a yard covered in leaves.
3019864782.jpg,A young girl is sitting in a purple fold up chair reading a book.
3019917636.jpg,Female cyclist riding on a dirt course.
3019923691.jpg,A wet dog shaking off the water with an orange collar.
3019986034.jpg,A woman in a plaid skirt is playing a violin in a park-like setting with other band members.
3020218156.jpg,Two men are on scaffolding as they paint above a storefront while a man on the sidewalk stands next to them talking on the phone.
3020423842.jpg,A man in a blue shirt leans on a wall beside a road with a blue van and red car with water in the background.
3020578684.jpg,A group of people in an office contemplating.
3020581544.jpg,A man with glasses is listening to headphones and looking at a computer screen.
3020581842.jpg,A smiling man is sitting in the chair and drinking alcoholic beverage.
3020714541.jpg,An Asian couple kisses during their wedding.
3020785883.jpg,A toddler sits on the floor amid a floury mess that he has created with his hand still in the flour container.
3020786031.jpg,"Two kids, one wearing a red hat, playing around a pick up truck."
3021024000.jpg,A woman with black hair wearing a black shirts plays the cello.
3021028400.jpg,Young man showing great concentration while playing the cello in an orchestra.
3021318991.jpg,A woman hockey player in an orange strip is striking the ball with her stick.
3021435473.jpg,Two children in swimming trunks are standing under a water sprinkler while a crowd looks on.
3021449235.jpg,A young girl in polar bear pajamas plays with building blocks.
3021531305.jpg,A man and child riding on a red motorcycle.
3021616312.jpg,A baby in overalls crawls in the grass.
3021780428.jpg,A young boy pushes a large man in a wheelchair.
3021953768.jpg,A red-haired man with dreadlocks is sitting playing and acoustic guitar.
3022004745.jpg,"Two females are playing instruments, one the piano and one the violin, indoors with another woman looking on."
302241178.jpg,A dog in water carrying a long stick.
3022505829.jpg,"Two people standing by a small cart and a bucket on the beach, while waves roll in, and seagulls look on."
302289651.jpg,A man in sunglasses is eating and holding a baby wearing a white bucket hat.
3023178539.jpg,Two teenagers playing ultimate Frisbee
3023296051.jpg,A group of people dressed up and dancing.
3023339840.jpg,An African American child is holding something up that those in the picture are proud of.
3023485450.jpg,A woman and two men sit at a bar while having beers.
3023753964.jpg,A young woman with multicolored hair and red glasses adjust some handheld device while another young woman looks on.
3023927196.jpg,"Two scuba divers underwater, enjoying their time."
3024001901.jpg,"Wearing a white hard hat and green shirt, a bearded worker climbs up a power or telephone pole."
3024022266.jpg,A young male surfing.
3024172109.jpg,"A boy, wearing a baseball cap, jumps in the air near some steps."
3024252869.jpg,Pedestrians walking across the street at night.
3024932201.jpg,A young woman stands near the road with the red leaves behind her.
3025093.jpg,A person wearing a neon yellow reflective safety vest on a motorcycle with neon yellow reflectors all over it.
3025265622.jpg,Young children explore a creek as their parents work nearby the rock piles
3025315215.jpg,A brown dog running through a large orange tube.
3025334206.jpg,Two dogs are running on the grass in front of the trees.
3025438110.jpg,A young boy jumps in the air on a pathway under construction in the hills.
3025495499.jpg,A young woman in a dark green tennis outfit serves the ball.
3025513877.jpg,A young boy makes a splash in the water near the rocks.
3025546819.jpg,A dog running through a field with a ball in its mouth
3025549604.jpg,Four young children sitting on large bar stools next to a counter.
3025740991.jpg,A man wearing a U.S. Navy uniform and a woman in a uniform are watching an even with worried expressions on their faces.
3025817244.jpg,A girl bounces on a large red ball.
3026102616.jpg,A curious dog sniffs at grocery bags on a counter.
3026102745.jpg,A couple gaze at a young baby which is crying in a doctor's office.
3026323500.jpg,A group of people pose for pictures while on a hot air balloon ride.
3026374370.jpg,A group of women sit on the back of a flatbed truck.
3026459445.jpg,A woman in a cowboy hat is holding a cup.
3026622316.jpg,A man in a light blue polo shirt plays an arcade game in the middle of a grocery store.
3027206488.jpg,An Asian woman in a pink dress standing in the middle of a calm street with a somewhat melancholic expression on her face.
3027255100.jpg,A man in a dark shiny suit plays the piano and sings on stage.
3027255124.jpg,"A full modern ensemble concert entertains an audience, with about ten members on stage and the audience shown applauding, and a woman in the audience has a blue-green scarf covering her head."
3027255132.jpg,A man with dark colored hair is singing into a microphone.
3027282153.jpg,A group of cheerleaders throws a girl in the air and she does a flip.
302731799.jpg,A young man in a black jacket asleep at a restaurant.
3027365101.jpg,A mountain biker jumps off of a fence while going downhill.
3027384992.jpg,An Asian woman in a pink shirt and tan pants is pulling on a pole while a little boy watches.
3027397797.jpg,A teenager wearing striped shorts and no shirt is skateboarding down a road a long the ocean.
3027399066.jpg,A group of greyhounds racing with jerseys and muzzles.
302740416.jpg,Two Asian men are passing each other and one is carrying a huge bunch of green onions while the other watches and there is a small child in the background.
3027409415.jpg,There are people standing and setting beside white tents with sad and worried faces as they look around at boards and trash scattered around the area.
3027421269.jpg,A young african child in a dirty yellow shirt carrying a bag on his head.
3027458414.jpg,A man in a black shirt is tuning his guitar.
3027458420.jpg,A man in white holding a microphone and singing surrounded by a band.
3027581993.jpg,A young man standing next to his motorcycle in a poor side of town waving to camera.
3027850131.jpg,Surfers are riding their boards on large waves.
3027936866.jpg,"Two young, smiling African children in colorful clothes are carrying a jug of water."
3028095878.jpg,A soccer player is sitting on the field drinking from a water bottle.
3028145992.jpg,A woman directs a crowd of people with a loudspeaker.
302815772.jpg,Ice skater wearing blue suit while racing against other skaters.
3028404926.jpg,A young boy standing in a courtyard turning a crank.
3028530557.jpg,A boy wearing a red sweatshirt is raking a pile of leaves.
3028561714.jpg,A white and brown dog is leaping through the air.
3028766968.jpg,Guy in a black t-shirt sitting at a desk with two computer screens shuffling through a pile of papers.
3028969146.jpg,A dog wearing an orange vest scampers playfully across the grass.
3029043380.jpg,A woman in a white shirt and black skirt on a tennis court.
302915813.jpg,A woman working on a ladder wearing tall black boots and jeans.
3029411230.jpg,Man laying on ground on a busy street.
3029463004.jpg,A surfboarder prepares to catch a wave.
3029472296.jpg,Two men wearing dark pants and red shirts are leaping in-synch in front of a white building.
3029715635.jpg,A black dog is running pasts a wire mesh fence with a blue bone shaped toy in its mouth.
3029809567.jpg,A little girl hugging a giant egg in a nest.
302983277.jpg,"A man rides a horse, while mountains and clouds are shown in the background."
3029928396.jpg,A boy in a Redskins jersey jumps up to scare a patch of pumpkins.
3030015033.jpg,Two people sitting and talking in front of a restaurant.
3030079705.jpg,A little girl playing piggyback with her father on a blanket in the park.
3030223792.jpg,A girl in a colorful skirt and blue shirt pounces onto her bed.
3030294889.jpg,Killer whales perform for a crowd.
3030565991.jpg,A boy in blue and white on rollerskates holds hockey stick with a black ball at the end of it.
3030566410.jpg,A woman holding a young boy slide down a water slide into a pool.
303068767.jpg,Five men pose for a picture while holding one of their friends.
3030728199.jpg,Three male swimmers are competing is a swim meet.
3030738003.jpg,A boy jumps near a clump of seaweed on a beach.
3030793171.jpg,A brown dog jumping through the grass.
3030823649.jpg,A German shepherd runs after a tennis ball
3030824089.jpg,A German shepherd jumps left on patchy grass.
3030953639.jpg,Many people in costumes are smiling at a party.
3030954073.jpg,Man wearing a red wig and face paint is surrounded by people wearing costumes.
3030954495.jpg,A person in a colorful wig is wiping white cream on a woman's face.
3030962048.jpg,An elderly woman smiles for the camera.
3031011217.jpg,A group of people are in the distance walking on a beach at sunset.
303102907.jpg,A student in a black shirt is intently taking notes in class.
303103036.jpg,A teenager reading a book in class with notes on her desk looking bored.
303103123.jpg,A blond girl is sitting at a desk taking notes in a classroom surrounded by other students also working.
303103209.jpg,A girl with brown hair and wearing a gray sweater is reading a sheet of paper in a classroom.
3031071921.jpg,A group of people working in a UNICEF storage facility.
3031093209.jpg,"A little Asian boy has on a green shirt, while holding a small green shovel."
3031263767.jpg,A woman is carrying her child while sifting through shallow water.
3031639898.jpg,Two men on opposite sides of the photo look towards a large arrangement of flowers and balloons that stands outside.
3031640178.jpg,Two men hold colorful Mylar balloons shaped like animals on the side of a road while a small child looks on.
3031722599.jpg,"A man wearing a green apron, working at a street side vendor called NY Dosas, miles at the camera."
3031792444.jpg,"A group of costumed adults, including a devil and a sorcerer, look on as a man dressed as a sea captain speaks into a microphone while standing next to a man in a brown suit who is holding a large fruit basket."
303207125.jpg,"A man, a girl and a girl dressed like a nun are rehearsing in the kitchen in front of makings of hotdogs."
3032235201.jpg,A little girl in a pink hat makes a funny face and a little boy looks on while they eat ice cream cake.
3032493516.jpg,Two men in jeans enjoying cooking in the kitchen.
3032519316.jpg,Two blond people are sitting on the ledge of a boat in scuba gear.
3032703906.jpg,Many children in loincloths and two older men are sitting in the shade.
3032790880.jpg,A soccer player in a red and white uniform was chasing the soccer ball and was tripped by a player in a purple uniform.
3033210806.jpg,A woman in a maroon scarf sits and looks out over a white rail.
3033257301.jpg,Three women wearing bright colored dresses hold hands.
3033498874.jpg,A group of people in black shirts walking on wet cement through a park.
3033612929.jpg,A small white dog is carrying something blue in its mouth and a bigger brown and black dog is carrying something orange in its mouth.
3033668641.jpg,A rock climber wearing a white helmet.
3033686219.jpg,A black dog with a red collar sitting in the sand.
3033724533.jpg,A small black and white dog and a larger tan one are checking each other out at the waters edge.
3033741581.jpg,A young boy plays in the water of a shallow swimming pool.
3033825101.jpg,"A man playing baseball, throwing the ball."
3034585889.jpg,A man on a dirt bike zipping away while another one slips to the ground and a third man in a yellow jacket looks on.
3034709132.jpg,Street vendor selling some type of beverage in a different country.
3035057.jpg,A white British Airways plane on the airstrip.
3035118753.jpg,A blond boy and a girl in pajamas with makeup.
303544972.jpg,A woman sitting on a porch next to a motorcycle sewing some pink fabric.
3035785330.jpg,A man wrestling with a child on the floor.
3035949542.jpg,Two guys in soccer attire chasing a soccer ball.
3036033157.jpg,A black and white dog is carrying a blue ball through the yard of a house in a tropical location.
303607405.jpg,A bulldog with a red bandanna shakes off water.
3036261575.jpg,A man and a woman standing in a chapel with their marriage license.
3036382555.jpg,"The two young girls are dressed as fairies, and are playing in the leaves outdoors."
3036596725.jpg,A white racing dog with a muzzle is racing around the turn of a dirt track.
3036641436.jpg,"Two girls swing on with a boy, all three are wearing blue shirts of the same shade and blue jeans."
3036650701.jpg,Several children peer into microscopes while being supervised by adults.
3036894037.jpg,An older man sits next to two armed guards on steps.
3036971334.jpg,A man is jumping off a rock into a pool of water while three others watch.
303702369.jpg,"A man wearing a red shirt and full apron is in a kitchen, butchering a whole chicken, on a counter with a bottle of wine sitting near."
3037060954.jpg,A bride is placing a flower on a groom's suit.
3037108254.jpg,The woman is placing an orange rose as a boutonniere on the man's suit jacket collar.
3037283097.jpg,Two indian men are dancing in suits with an indian woman in a colorful dress behind them by a brick wall.
3037377051.jpg,Two people in a boat in front of colorful trees and one of the people is paddling through the still water.
3037410256.jpg,Three people are harvesting grass from muddy water.
3037558954.jpg,A man windsurfs near the beach.
303795791.jpg,Two spotted dogs are running through a field
3038045802.jpg,A snowboarder flies off of a jump which is next to a big red atomic sign.
3038182236.jpg,A woman is using a laptop in a restaurant.
3038755837.jpg,A man has a seat on a bench overlooking a bay.
3038760935.jpg,Two brown and white dogs racing across a lawn.
3038941104.jpg,A guy on a skateboard is doing a stunt at night.
3038952914.jpg,Four men with binoculars look into the distance against a blue sky with wisps of white clouds.
3039095384.jpg,A group of young people dance at a club.
3039099054.jpg,"A group of people outside, a girl in white and 2 guys facing forward."
3039133846.jpg,"Two people in white shirts are gripping a rail bar, one is squatting top and the other is standing."
3039200576.jpg,A girl in white and a girl in green walk past a blue car wash station.
3039209547.jpg,A closeup blurred image of a man wearing a green shirt and tan pants.
3039214579.jpg,A man wearing a yellow and black helmet walks with his yellow bike.
303932793.jpg,A man in a blue shirt holding a wineglass is speaking to an older woman also holding a wineglass.
3039675864.jpg,"A street with pigeons, a motorcyclist and a woman on a bench."
3040033126.jpg,A brown dog leaps into water from a rock.
3040051410.jpg,A man looks at a woman's face while they talk.
3040287071.jpg,Children build a fort out of a giant pile of logs and sticks.
304039165.jpg,A small group of people walking down a long subway tunnel.
3040575300.jpg,Two surfers are riding waves in open water.
3040699634.jpg,"A man in jeans and a t-shirt is lying on the ground, underneath the back of the vehicle, fixing something."
3040999637.jpg,"A man in a t-shirt is standing with his hands on some type of instrument with a lot of buttons on it, with fake fog in the background."
